what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332779414338
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332779414387
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332779414388
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1332779414388
os,sysinfo,,,"win32",1332779414392
arch,sysinfo,,,"x86",1332779414392
ws,sysinfo,,,"win32",1332779414392
locale,sysinfo,,,"no_NO",1332779414392
processors,sysinfo,,,"2",1332779414392
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332779414392
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1332779414392
java.specification.name,sysinfo,,,"Java Platform API Specification",1332779414392
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332779414392
java.specification.version,sysinfo,,,"1.6",1332779414392
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332779414392
java.version,sysinfo,,,"1.6.0_29",1332779414392
java.vm.info,sysinfo,,,"mixed mode, sharing",1332779414392
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332779414392
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332779414392
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332779414392
java.vm.specification.version,sysinfo,,,"1.0",1332779414392
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332779414392
java.vm.version,sysinfo,,,"20.4-b02",1332779414392
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1332779414413
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1332779414619
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1332779417551
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332779465160
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332779465196
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332779491544
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332779497561
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332779497590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332779501568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332779506849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332779520561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332780636720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332780638527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332781827045
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781827115
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332781828842
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332781828886
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1332781828997
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1332781829026
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1332781829061
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781839927
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781839985
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1332781841790
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1332781841979
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1332781842161
error,log,,,"JavaBuilder handling CoreException",1332781842503
error,log,,,"JavaBuilder handling CoreException",1332781842653
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1332781843831
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1332781844054
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1332781844803
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1332781845294
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781852043
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781852081
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332781852082
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332781852112
